fname,lname,POS,BAT,THW,Age,HT,WT,Team,city,state,League
LaMonte,Wade,1B,L,L,30,73,205,San Francisco Giants,Baltimore,MD,MLB
Brett,Wisely,2B,L,R,24,70,180,San Francisco Giants,Jacksonville,FL,MLB
Michael,Conforto,RF,L,R,30,73,215,San Francisco Giants,Seattle,WA,MLB
TJ,Hopkins,CF,R,R,27,73,195,San Francisco Giants,Summerville,SC,MLB
Cooper,Hummel,OF,B,R,29,70,198,San Francisco Giants,Portland,OR,MLB
Jung,Hoo,OF,L,R,25,73,192,San Francisco Giants,Nagoya,Japan,MLB
Luis,Matos,CF,R,R,21,71,160,San Francisco Giants,Valera,Venezuela,MLB
Wade,Meckler,OF,L,R,23,70,178,San Francisco Giants,Anaheim,CA,MLB
Heliot,Ramos,LF,R,R,24,73,188,San Francisco Giants,Humacao,Puerto Rico,MLB
Austin,Slater,LF,R,R,31,73,204,San Francisco Giants,Jacksonville,FL,MLB
Mike,Yastrzemski,CF,L,L,33,70,178,San Francisco Giants,Andover,MA,MLB
